Наименование;Цена;Напряжение, В;Бренд;Диаметр;Высота;Цвет арматуры;Цвет плафонов;Количество ламп;Мощность, Вт;Общая мощность, Вт;Стиль;Цоколь
Люстра Citilux CL70382R - 40298;5990;220;Citilux;590;85;золото;белый;80;1;80;модерн;LED
Люстра Citilux CL70362RS - 54725;3990;220;Citilux;465;1100;золото;белый;1;60;60;модерн;LED
Люстра Reccagni Angelo L. 9602/5 - 49309;39700;220;Reccagni Angelo;600;320;белый;белый;5;60;300;классика;E27
Люстра Reccagni Angelo PL. 9600/3 - 49317;33240;220;Reccagni Angelo;540;320;белый;белый;3;60;180;классика;E27
Люстра Reccagni Angelo L. 9650/5 - 49312;54930;220;Reccagni Angelo;600;340;белый;белый;5;60;300;классика;E27
Люстра Favourite 1632-6U - 38012;15400;220;Favourite;460;285;золото;прозрачный;6;40;240;кантри;E14
Люстра F-Promo 1801-1P1 - 40884;7700;220;F-Promo;325;1400;коричневый;коричневый;1;60;60;кантри;E27
Люстра Reccagni Angelo L. 9671/5 - 49314;57470;220;Reccagni Angelo;600;300;белый;белый;5;60;300;классика;E27
Люстра Favourite 1927-6P - 46309;40700;220;Favourite;680;500;золото;белый;6;40;240;кантри;E14
Люстра MORETTI 3248.AR.VS - 36110;39150;220;MORETTI;250;1500;бронза;бронза;5;60;240;лофт;E27
Люстра Favourite 1927-9P - 46174;60000;220;Favourite;800;540;золото;коричневый;9;40;360;кантри;E14
Люстра F-Promo 1801-1P - 40885;1900;220;F-Promo;165;1330;коричневый;коричневый;1;40;40;кантри;E14
Люстра MORETTI 3285.AR.VS - 36103;41250;220;MORETTI;250;1500;бронза;бронза;5;60;240;лофт;E27
Люстра Favourite 1938-6P - 46000;13600;220;Favourite;940;574;золото;бежевый;6;40;240;арт-деко;E14
Люстра Reccagni Angelo L. 9650/3 - 49311;36470;220;Reccagni Angelo;520;320;белый;белый;3;60;180;классика;E27
Люстра Ideal Lux 140605 - 45750;73750;220;Ideal Lux;505;750;золото;бронза;6;40;240;арт-деко;E14
Люстра Ideal Lux 133058 - 45398;46800;220;Ideal Lux;940;450;медь;бежевый;15;40;240;модерн;E14
Люстра Ideal Lux 093550 - 44749;34000;220;Ideal Lux;610;750;коричневый;коричневый;6;40;40;классика;E14
Люстра Ideal Lux 133041 - 45399;9990;220;Ideal Lux;520;650;медь;белый;9;40;180;модерн;E14
Люстра Ideal Lux 140629 - 44999;179550;220;Ideal Lux;850;910;золото;бронза;18;40;240;арт-деко;E14
Люстра Ideal Lux 141138 - 45652;18410;220;Ideal Lux;500;600;белый;бежевый;5;60;240;хай-тек;E27
Люстра Ideal Lux 142227 - 45675;147500;220;Ideal Lux;1200;1450;хром;прозрачный;18;40;40;модерн;E14
Люстра Ideal Lux 132112 - 45641;36960;220;Ideal Lux;855;820;белый;белый;6;40;180;арт-деко;E14
Люстра Ideal Lux 132129 - 45642;19000;220;Ideal Lux;945;820;белый;бежевый;8;40;240;арт-деко;E14
Люстра Ideal Lux 141145 - 45653;7780;220;Ideal Lux;500;600;хром;бронза;5;60;240;хай-тек;E27
Люстра Ideal Lux 093642 - 45626;31060;220;Ideal Lux;750;750;бежевый;прозрачный;8;40;40;классика;E14
Люстра Ideal Lux 136707 - 45632;39940;220;Ideal Lux;945;100;черный;бежевый;5;42;240;лофт;E27
Люстра Ideal Lux 136714 - 45633;57720;220;Ideal Lux;855;100;черный;белый;6;42;180;лофт;E27
Люстра Maytoni MOD999-04-W - 41120;4790;220;Maytoni;390;92;белый;белый;1;24;240;модерн;LED
Люстра ST Luce SL932.102.08 - 42925;37020;220;ST Luce;810;450;хром;хром;1;60;60;хай-тек;LED
Люстра ST Luce SL932.102.06 - 43015;27280;220;ST Luce;580;340;хром;хром;1;45;45;хай-тек;LED
Люстра Arte lamp A6905PL-2AB - 40581;3790;220;Arte lamp;41;22;бронза;белый;2;60;180;классика;E27
Люстра De Markt 496014908 - 44695;39030;220;De Markt;700;200;хром;хром;1;60;42;хай-тек;LED
Люстра Maytoni ARM394-06-WG - 41417;14030;220;Maytoni;710;450;белый;белый;6;40;40;модерн;E14
Люстра Favourite 1904-4P - 46201;18040;220;Favourite;430;450;золото;прозрачный;4;40;160;лофт;E14
Люстра Arte lamp A7556PL-5AB - 40150;3910;220;Arte lamp;60;20;бронза;белый;5;40;180;модерн;E14
Люстра Arte lamp A7201PL-3CC - 38454;4490;220;Arte lamp;50;23;хром;белый;3;40;40;модерн;E14
Люстра Favourite 1744-5P - 40876;11300;230;Favourite;650;600;коричневый;прозрачный;5;40;200;этно;E14
Люстра De Markt 646011709 - 47071;26510;220;De Markt;1200;1100;черный;хром;9;40;360;модерн;E14
Люстра De Markt 661011801 - 46040;31130;220;De Markt;580;380;хром;белый;1;41;41;хай-тек;LED
Люстра Arte lamp A7201PL-5CC - 38455;4330;220;Arte lamp;57;27;хром;белый;5;40;40;модерн;E14
Люстра Arte lamp A7556PL-3AB - 40149;2170;220;Arte lamp;56;20;бронза;белый;3;40;180;модерн;E14
Люстра MW-Light 459011408 - 47082;37700;220;MW-Light;620;220;белый;золото;8;6;48;прованс;LED
Люстра Ideal Lux 137032 - 45842;70540;220;Ideal Lux;51;550;хром;белый;1;33.6;41;модерн;LED
Люстра Ideal Lux 141954 - 45593;55500;220;Ideal Lux;410;730;серебро;серебро;8;60;40;ковка;E27
Люстра Ideal Lux 137056 - 45843;96190;220;Ideal Lux;51;40;хром;белый;1;43.2;41;модерн;LED
Люстра ST Luce SL867.402.08 - 43705;43340;220;ST Luce;56;200;черный;белый;1;120;120;хай-тек;LED
Люстра ST Luce SL867.302.06 - 43622;38830;220;ST Luce;620;180;бронза;белый;1;85;85;хай-тек;LED
Люстра ST Luce SL867.402.04 - 43704;35640;220;ST Luce;56;135;черный;белый;1;65;65;хай-тек;LED
Люстра ST Luce SL811.703.12 - 44132;36740;220;ST Luce;560;680;белый;серебро;12;40;40;модерн;E14
Люстра Favourite 1657-6P - 37567;58900;220;Favourite;500;1000;черный;янтарный;6;40;240;кантри;E14
Люстра Arte lamp A1298PL-6CC - 40562;8590;220;Arte lamp;73;22;хром;белый;6;40;41;модерн;E14
Люстра ST Luce SL867.402.06 - 43623;41250;220;ST Luce;56;180;черный;белый;1;85;85;хай-тек;LED
Люстра ST Luce SL945.402.02 - 42926;49490;220;ST Luce;560;210;коричневый;белый;1;80;80;хай-тек;LED
Люстра ST Luce SL867.102.06 - 43701;44660;220;ST Luce;500;180;хром;белый;1;85;85;хай-тек;LED
Люстра ST Luce SL867.102.08 - 43619;46750;220;ST Luce;73;200;хром;белый;1;120;120;хай-тек;LED
Люстра ST Luce SL632.503.08 - 41704;46190;220;ST Luce;800;600;бежевый;бежевый;8;40;320;хрусталь;E14
Люстра ST Luce SL848.102.08 - 41384;17050;220;ST Luce;850;300;хром;белый;8;60;480;модерн;E27
Люстра ST Luce SL358.502.05 - 41363;8030;220;ST Luce;520;200;хром;белый;5;40;200;модерн;E14
Люстра ST Luce SL867.112.04 - 43620;37790;220;ST Luce;73;135;хром;белый;1;65;65;хай-тек;LED
Люстра ST Luce SL359.502.07 - 41364;9610;220;ST Luce;600;200;хром;белый;7;40;280;модерн;E14
Люстра ST Luce SL534.502.09 - 41369;46840;220;ST Luce;1050;200;белый;белый;9;60;540;модерн;E27
Люстра Reccagni Angelo PL. 6220/3 - 25424;77160;220;Reccagni Angelo;540;410;бронза;белый;3;60;180;классика;E27
Люстра ST Luce SL867.202.04 - 43621;39680;220;ST Luce;73;135;золото;белый;1;65;65;хай-тек;LED
Люстра ST Luce SL479.552.02 - 41286;4750;220;ST Luce;600;140;никель;белый;2;60;280;модерн;E27
Люстра ST Luce SL483.602.09 - 41290;23710;220;ST Luce;1000;300;хром;красный;9;60;540;модерн;E27
Люстра Reccagni Angelo L. 7002/6+2 - 30655;148520;220;Reccagni Angelo;750;700;бронза;белый;8;60;480;классика;E27
Люстра Reccagni Angelo L. 7002/10+4 - 30657;261510;220;Reccagni Angelo;1040;700;бронза;белый;14;60;840;классика;E27
Люстра Reccagni Angelo L. 6202/5 - 5536;92630;220;Reccagni Angelo;620;320;бронза;белый;5;60;300;классика;E27
Люстра Reccagni Angelo L. 3840/6+2 - 1922;93410;220;Reccagni Angelo;760;600;бронза;белый;8;60;480;классика;E27
Люстра Reccagni Angelo L. 6200/38 - 5546;75870;220;Reccagni Angelo;380;460;бронза;белый;3;60;300;классика;E27
Люстра Reccagni Angelo L. 6202/3 - 5535;59620;220;Reccagni Angelo;540;320;бронза;белый;3;60;180;классика;E27
Люстра Reccagni Angelo L. 9000/6 - 31324;114160;220;Reccagni Angelo;690;410;бронза;белый;6;60;360;классика;E14
Люстра Reccagni Angelo L. 6202/38 - 24816;57640;220;Reccagni Angelo;380;460;бронза;белый;3;60;180;классика;E27
Люстра Reccagni Angelo L. 9000/5 - 25682;97340;220;Reccagni Angelo;690;410;бронза;белый;5;60;300;классика;E14
Люстра Reccagni Angelo L. 8600/3 - 31286;33630;220;Reccagni Angelo;540;300;бронза;белый;3;60;180;классика;E27
Люстра Reccagni Angelo PL. 6220/5 - 22384;122350;220;Reccagni Angelo;620;410;бронза;белый;5;60;300;классика;E27
Люстра Reccagni Angelo L. 6200/5 - 5534;122490;220;Reccagni Angelo;620;360;бронза;белый;5;60;300;классика;E27
Люстра Reccagni Angelo L. 9000/3 - 25681;63690;220;Reccagni Angelo;510;390;бронза;белый;3;60;180;классика;E14
Люстра Reccagni Angelo L. 9000/6+2 - 25684;153270;220;Reccagni Angelo;780;690;бронза;белый;8;60;480;классика;E14
Люстра Reccagni Angelo L. 6200/6+3 - 1931;189850;220;Reccagni Angelo;760;700;бронза;белый;9;60;540;классика;E27
Люстра Reccagni Angelo L. 9001/6+2 - 31325;159900;220;Reccagni Angelo;780;690;бронза;белый;8;60;480;классика;E14
Люстра Ideal Lux 043531 - 24140;18000;220;Ideal Lux;500;250;хром;белый;4;60;180;модерн;E27
Люстра ST Luce SL751.102.08 - 41376;18650;220;ST Luce;780;150;хром;прозрачный;8;40;320;модерн;E14
Люстра ST Luce SL849.542.06 - 42100;12490;220;ST Luce;760;380;черный;белый;6;60;360;модерн;E27
Люстра Favourite 1785-3P - 40597;15900;230;Favourite;780;355;черный;прозрачный;3;60;180;лофт;E27
Люстра Favourite 1780-6P - 40869;21890;230;Favourite;600;910;белый;прозрачный;1;42;42;модерн;LED
Люстра ST Luce SLE200.502.01 - 41240;2480;220;ST Luce;350;90;белый;белый;1;15;320;модерн;LED
Люстра ST Luce SL922.202.15 - 38434;32990;220;ST Luce;500;300;золото;белый;1;43.2;43;модерн;LED
Люстра Favourite 1780-18P - 40899;51380;230;Favourite;800;1500;белый;белый;3;126;42;модерн;LED
Люстра F-Promo 1760-3P - 40881;6500;230;F-Promo;350;680;коричневый;прозрачный;3;40;120;кантри;E14
Люстра ST Luce SL160.503.08 - 41261;18650;220;ST Luce;780;480;белый;белый;8;40;320;классика;E14
Люстра Favourite 1711-4C - 34435;13800;220;Favourite;500;240;черный;черный;4;60;240;лофт;E27
Люстра MW-Light 308010709 - 34982;43680;230;MW-Light;60;151;хром;белый;9;3;42;модерн;LED
Люстра F-Promo 1760-1P - 40880;4100;230;F-Promo;180;780;коричневый;прозрачный;1;40;40;кантри;E27
Люстра ST Luce SL928.102.30 - 41322;46040;230;ST Luce;850;360;хром;белый;1;54;54;хай-тек;LED
Люстра Arte lamp A6503SP-3AB - 52;16000;220;Arte lamp;25;54;бронза;прозрачный;3;60;240;классика;E14
Люстра MW-Light 301015108 - 36182;36790;220;MW-Light;65;95;бронза;белый;8;60;320;классика;E14
Люстра ST Luce SL927.113.24 - 41320;72250;230;ST Luce;920;920;хром;белый;1;100;100;хай-тек;LED
Люстра Arte lamp A8252PL-4BR - 37851;18990;220;Arte lamp;25;20;бежевый;белый;4;60;240;кантри;E27
Люстра ST Luce SL904.103.16 - 41316;51320;230;ST Luce;650;650;хром;белый;1;60;60;хай-тек;LED
Люстра Arte lamp A6586LM-8BK - 38449;15000;220;Arte lamp;78;71;черный;прозрачный;8;40;320;модерн;E14
Люстра ST Luce SL849.102.10 - 41387;21840;230;ST Luce;800;380;хром;белый;10;60;600;модерн;E27
Люстра ST Luce SL849.102.08 - 41386;13850;230;ST Luce;750;380;хром;белый;8;60;480;модерн;E27
Люстра Arte lamp A9184SP-10BK - 38346;8990;220;Arte lamp;125;20;черный;прозрачный;10;40;320;лофт;E27
Люстра Arte lamp A4579PL-8AB - 37808;17990;220;Arte lamp;92;29;бронза;прозрачный;8;60;240;классика;E27
Люстра ST Luce SL849.542.08 - 41388;15070;230;ST Luce;750;380;черный;белый;8;60;480;модерн;E27
Люстра ST Luce SL933.502.10 - 41328;21990;230;ST Luce;750;145;белый;белый;10;6;60;хай-тек;LED
Люстра ST Luce SL849.102.06 - 41385;12900;220;ST Luce;700;380;хром;белый;6;60;360;модерн;E27
Люстра ST Luce SL933.503.04 - 41329;20440;230;ST Luce;750;110;белый;белый;4;20;80;хай-тек;LED
Люстра ST Luce SL869.102.04 - 41314;30790;230;ST Luce;750;270;хром;белый;1;51;51;хай-тек;LED
Люстра Ideal Lux 114361 - 35257;94270;230;Ideal Lux;620;700;хром;алюминий;12;40;480;хай-тек;G9
Люстра Ideal Lux 035727 - 20118;42970;220;Ideal Lux;640;290;хром;белый;3;60;240;модерн;E27
Люстра Ideal Lux 112275 - 35352;20210;230;Ideal Lux;800;430;хром;прозрачный;6;40;51;модерн;G9
Люстра Ideal Lux 112169 - 35380;21300;220;Ideal Lux;550;500;хром;прозрачный;8;40;360;хай-тек;G9
Люстра Ideal Lux 114811 - 35258;57080;230;Ideal Lux;460;600;хром;алюминий;8;40;51;хай-тек;G9
Люстра Ideal Lux 112190 - 35378;33310;230;Ideal Lux;700;800;хром;прозрачный;12;40;480;хай-тек;G9
Люстра Ideal Lux 113401 - 35376;24850;220;Ideal Lux;670;350;хром;прозрачный;10;40;240;хай-тек;G9
Люстра Ideal Lux 111933 - 35358;24300;220;Ideal Lux;630;700;хром;прозрачный;8;40;360;модерн;G9
Люстра Ideal Lux 112299 - 35350;59280;230;Ideal Lux;800;430;белый;белый;6;40;480;модерн;G9
Люстра Ideal Lux 112244 - 35355;40140;220;Ideal Lux;800;700;хром;прозрачный;12;40;360;модерн;G9
Люстра Ideal Lux 111940 - 35357;48500;220;Ideal Lux;630;700;хром;хром;8;40;240;модерн;G9
Люстра Ideal Lux 115801 - 35443;83370;230;Ideal Lux;700;800;хром;серый;8;40;51;хай-тек;G9
Люстра Lamplandia 9210-7 MARTA - 38052;4560;220;Lamplandia;630;130;белый;белый;7;28;240;модерн;E14
Люстра Lamplandia 36860 Lavanda - 38055;6300;230;Lamplandia;56;23;черный;серый;6;40;51;флористика;E14
Люстра Lamplandia 5017-10 Rosa Neon - 38412;8500;220;Lamplandia;52;26;хром;красный;10;40;360;хрусталь;G9
Люстра ST Luce SL154.703.08 - 41249;45920;230;ST Luce;830;450;серый;белый;8;40;320;кантри;E14
Люстра Lamplandia 3117/6+2 ANTEY - 38056;12240;220;Lamplandia;70;58;золото;белый;8;40;240;кантри;E14
Люстра Lamplandia 6170-8 KEMPINSKI - 38050;25760;230;Lamplandia;72;72;черный;прозрачный;8;40;51;хрусталь;E14
